"Tabela 6694 - Indicador 3.1.1 - Razão de Mortalidade Materna"
"Brasil, Grande Região e Unidade da Federação";"Ano";"Variável";""
"Alagoas";"2011";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"66,8"
"Alagoas";"2011";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"28"
"Alagoas";"2011";"Número de nascidos vivos de mães residentes (Pessoas)";"54281"
"Alagoas";"2012";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"56,3"
"Alagoas";"2012";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"24"
"Alagoas";"2012";"Número de nascidos vivos de mães residentes (Pessoas)";"52510"
"Alagoas";"2013";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"71,6"
"Alagoas";"2013";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"31"
"Alagoas";"2013";"Número de nascidos vivos de mães residentes (Pessoas)";"52488"
"Alagoas";"2014";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"104,1"
"Alagoas";"2014";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"54"
"Alagoas";"2014";"Número de nascidos vivos de mães residentes (Pessoas)";"51859"
"Alagoas";"2015";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"59,1"
"Alagoas";"2015";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"30"
"Alagoas";"2015";"Número de nascidos vivos de mães residentes (Pessoas)";"52257"
"Alagoas";"2016";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"51,9"
"Alagoas";"2016";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"25"
"Alagoas";"2016";"Número de nascidos vivos de mães residentes (Pessoas)";"48164"
"Alagoas";"2017";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"37,7"
"Alagoas";"2017";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"16"
"Alagoas";"2017";"Número de nascidos vivos de mães residentes (Pessoas)";"50368"
"Alagoas";"2018";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"49,5"
"Alagoas";"2018";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"26"
"Alagoas";"2018";"Número de nascidos vivos de mães residentes (Pessoas)";"52496"
"Alagoas";"2019";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"58,2"
"Alagoas";"2019";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"29"
"Alagoas";"2019";"Número de nascidos vivos de mães residentes (Pessoas)";"49803"
"Alagoas";"2020";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"82,7"
"Alagoas";"2020";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"40"
"Alagoas";"2020";"Número de nascidos vivos de mães residentes (Pessoas)";"48341"
"Alagoas";"2021";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"110,6"
"Alagoas";"2021";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"54"
"Alagoas";"2021";"Número de nascidos vivos de mães residentes (Pessoas)";"48808"
"Alagoas";"2022";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"65,6"
"Alagoas";"2022";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"30"
"Alagoas";"2022";"Número de nascidos vivos de mães residentes (Pessoas)";"45742"
"Alagoas";"2023";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"68,8"
"Alagoas";"2023";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"32"
"Alagoas";"2023";"Número de nascidos vivos de mães residentes (Pessoas)";"46543"
"Sergipe";"2009";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"118,6"
"Sergipe";"2009";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"36"
"Sergipe";"2009";"Número de nascidos vivos de mães residentes (Pessoas)";"35109"
"Sergipe";"2010";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"71,1"
"Sergipe";"2010";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"23"
"Sergipe";"2010";"Número de nascidos vivos de mães residentes (Pessoas)";"34016"
"Sergipe";"2011";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"83,0"
"Sergipe";"2011";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"29"
"Sergipe";"2011";"Número de nascidos vivos de mães residentes (Pessoas)";"34925"
"Sergipe";"2012";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"70,4"
"Sergipe";"2012";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"24"
"Sergipe";"2012";"Número de nascidos vivos de mães residentes (Pessoas)";"34108"
"Sergipe";"2013";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"67,2"
"Sergipe";"2013";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"23"
"Sergipe";"2013";"Número de nascidos vivos de mães residentes (Pessoas)";"34228"
"Sergipe";"2014";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"66,9"
"Sergipe";"2014";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"23"
"Sergipe";"2014";"Número de nascidos vivos de mães residentes (Pessoas)";"34369"
"Sergipe";"2015";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"51,6"
"Sergipe";"2015";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"18"
"Sergipe";"2015";"Número de nascidos vivos de mães residentes (Pessoas)";"34917"
"Sergipe";"2016";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"55,9"
"Sergipe";"2016";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"18"
"Sergipe";"2016";"Número de nascidos vivos de mães residentes (Pessoas)";"32218"
"Sergipe";"2017";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"56,1"
"Sergipe";"2017";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"17"
"Sergipe";"2017";"Número de nascidos vivos de mães residentes (Pessoas)";"33867"
"Sergipe";"2018";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"58,8"
"Sergipe";"2018";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"20"
"Sergipe";"2018";"Número de nascidos vivos de mães residentes (Pessoas)";"34256"
"Sergipe";"2019";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"36,7"
"Sergipe";"2019";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"12"
"Sergipe";"2019";"Número de nascidos vivos de mães residentes (Pessoas)";"32697"
"Sergipe";"2020";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"97,5"
"Sergipe";"2020";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"31"
"Sergipe";"2020";"Número de nascidos vivos de mães residentes (Pessoas)";"31784"
"Sergipe";"2021";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"83,3"
"Sergipe";"2021";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"26"
"Sergipe";"2021";"Número de nascidos vivos de mães residentes (Pessoas)";"31206"
"Sergipe";"2022";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"98,2"
"Sergipe";"2022";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"28"
"Sergipe";"2022";"Número de nascidos vivos de mães residentes (Pessoas)";"28524"
"Sergipe";"2023";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"41,4"
"Sergipe";"2023";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"12"
"Sergipe";"2023";"Número de nascidos vivos de mães residentes (Pessoas)";"29005"
"Bahia";"2009";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"101,8"
"Bahia";"2009";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"195"
"Bahia";"2009";"Número de nascidos vivos de mães residentes (Pessoas)";"217727"
"Bahia";"2010";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"87,3"
"Bahia";"2010";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"161"
"Bahia";"2010";"Número de nascidos vivos de mães residentes (Pessoas)";"212201"
"Bahia";"2011";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"80,6"
"Bahia";"2011";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"149"
"Bahia";"2011";"Número de nascidos vivos de mães residentes (Pessoas)";"215032"
"Bahia";"2012";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"70,0"
"Bahia";"2012";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"147"
"Bahia";"2012";"Número de nascidos vivos de mães residentes (Pessoas)";"209999"
"Bahia";"2013";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"80,6"
"Bahia";"2013";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"162"
"Bahia";"2013";"Número de nascidos vivos de mães residentes (Pessoas)";"203342"
"Bahia";"2014";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"81,0"
"Bahia";"2014";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"149"
"Bahia";"2014";"Número de nascidos vivos de mães residentes (Pessoas)";"204034"
"Bahia";"2015";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"75,4"
"Bahia";"2015";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"143"
"Bahia";"2015";"Número de nascidos vivos de mães residentes (Pessoas)";"206655"
"Bahia";"2016";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"72,6"
"Bahia";"2016";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"122"
"Bahia";"2016";"Número de nascidos vivos de mães residentes (Pessoas)";"199830"
"Bahia";"2017";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"76,9"
"Bahia";"2017";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"134"
"Bahia";"2017";"Número de nascidos vivos de mães residentes (Pessoas)";"204096"
"Bahia";"2018";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"60,8"
"Bahia";"2018";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"118"
"Bahia";"2018";"Número de nascidos vivos de mães residentes (Pessoas)";"205332"
"Bahia";"2019";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"64,0"
"Bahia";"2019";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"105"
"Bahia";"2019";"Número de nascidos vivos de mães residentes (Pessoas)";"197249"
"Bahia";"2020";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"93,1"
"Bahia";"2020";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"153"
"Bahia";"2020";"Número de nascidos vivos de mães residentes (Pessoas)";"188960"
"Bahia";"2021";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"106,2"
"Bahia";"2021";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"195"
"Bahia";"2021";"Número de nascidos vivos de mães residentes (Pessoas)";"185459"
"Bahia";"2022";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"63,3"
"Bahia";"2022";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"92"
"Bahia";"2022";"Número de nascidos vivos de mães residentes (Pessoas)";"173824"
"Bahia";"2023";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"65,2"
"Bahia";"2023";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"98"
"Bahia";"2023";"Número de nascidos vivos de mães residentes (Pessoas)";"170314"
"Minas Gerais";"2009";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"52,1"
"Minas Gerais";"2009";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"109"
"Minas Gerais";"2009";"Número de nascidos vivos de mães residentes (Pessoas)";"252676"
"Minas Gerais";"2010";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"50,5"
"Minas Gerais";"2010";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"119"
"Minas Gerais";"2010";"Número de nascidos vivos de mães residentes (Pessoas)";"255126"
"Minas Gerais";"2011";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"40,3"
"Minas Gerais";"2011";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"95"
"Minas Gerais";"2011";"Número de nascidos vivos de mães residentes (Pessoas)";"259863"
"Minas Gerais";"2012";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"36,6"
"Minas Gerais";"2012";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"88"
"Minas Gerais";"2012";"Número de nascidos vivos de mães residentes (Pessoas)";"260544"
"Minas Gerais";"2013";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"47,6"
"Minas Gerais";"2013";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"123"
"Minas Gerais";"2013";"Número de nascidos vivos de mães residentes (Pessoas)";"258635"
"Minas Gerais";"2014";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"49,0"
"Minas Gerais";"2014";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"131"
"Minas Gerais";"2014";"Número de nascidos vivos de mães residentes (Pessoas)";"267130"
"Minas Gerais";"2015";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"47,0"
"Minas Gerais";"2015";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"125"
"Minas Gerais";"2015";"Número de nascidos vivos de mães residentes (Pessoas)";"268305"
"Minas Gerais";"2016";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"46,9"
"Minas Gerais";"2016";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"119"
"Minas Gerais";"2016";"Número de nascidos vivos de mães residentes (Pessoas)";"253520"
"Minas Gerais";"2017";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"45,2"
"Minas Gerais";"2017";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"118"
"Minas Gerais";"2017";"Número de nascidos vivos de mães residentes (Pessoas)";"260959"
"Minas Gerais";"2018";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"51,2"
"Minas Gerais";"2018";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"135"
"Minas Gerais";"2018";"Número de nascidos vivos de mães residentes (Pessoas)";"263640"
"Minas Gerais";"2019";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"44,4"
"Minas Gerais";"2019";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"115"
"Minas Gerais";"2019";"Número de nascidos vivos de mães residentes (Pessoas)";"256892"
"Minas Gerais";"2020";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"51,0"
"Minas Gerais";"2020";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"126"
"Minas Gerais";"2020";"Número de nascidos vivos de mães residentes (Pessoas)";"247198"
"Minas Gerais";"2021";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"94,6"
"Minas Gerais";"2021";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"229"
"Minas Gerais";"2021";"Número de nascidos vivos de mães residentes (Pessoas)";"242136"
"Minas Gerais";"2022";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"46,8"
"Minas Gerais";"2022";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"110"
"Minas Gerais";"2022";"Número de nascidos vivos de mães residentes (Pessoas)";"235063"
"Minas Gerais";"2023";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"41,9"
"Minas Gerais";"2023";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"98"
"Minas Gerais";"2023";"Número de nascidos vivos de mães residentes (Pessoas)";"233918"
"Espírito Santo";"2009";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"91,3"
"Espírito Santo";"2009";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"44"
"Espírito Santo";"2009";"Número de nascidos vivos de mães residentes (Pessoas)";"51457"
"Espírito Santo";"2010";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"65,6"
"Espírito Santo";"2010";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"34"
"Espírito Santo";"2010";"Número de nascidos vivos de mães residentes (Pessoas)";"51853"
"Espírito Santo";"2011";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"60,8"
"Espírito Santo";"2011";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"32"
"Espírito Santo";"2011";"Número de nascidos vivos de mães residentes (Pessoas)";"53053"
"Espírito Santo";"2012";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"64,4"
"Espírito Santo";"2012";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"34"
"Espírito Santo";"2012";"Número de nascidos vivos de mães residentes (Pessoas)";"52835"
"Espírito Santo";"2013";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"59,6"
"Espírito Santo";"2013";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"26"
"Espírito Santo";"2013";"Número de nascidos vivos de mães residentes (Pessoas)";"54065"
"Espírito Santo";"2014";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"109,2"
"Espírito Santo";"2014";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"50"
"Espírito Santo";"2014";"Número de nascidos vivos de mães residentes (Pessoas)";"56548"
"Espírito Santo";"2015";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"73,1"
"Espírito Santo";"2015";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"36"
"Espírito Santo";"2015";"Número de nascidos vivos de mães residentes (Pessoas)";"56941"
"Espírito Santo";"2016";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"48,7"
"Espírito Santo";"2016";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"21"
"Espírito Santo";"2016";"Número de nascidos vivos de mães residentes (Pessoas)";"53413"
"Espírito Santo";"2017";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"71,6"
"Espírito Santo";"2017";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"33"
"Espírito Santo";"2017";"Número de nascidos vivos de mães residentes (Pessoas)";"55846"
"Espírito Santo";"2018";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"63,9"
"Espírito Santo";"2018";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"32"
"Espírito Santo";"2018";"Número de nascidos vivos de mães residentes (Pessoas)";"56721"
"Espírito Santo";"2019";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"56,2"
"Espírito Santo";"2019";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"29"
"Espírito Santo";"2019";"Número de nascidos vivos de mães residentes (Pessoas)";"54925"
"Espírito Santo";"2020";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"68,8"
"Espírito Santo";"2020";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"37"
"Espírito Santo";"2020";"Número de nascidos vivos de mães residentes (Pessoas)";"53767"
"Espírito Santo";"2021";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"99,1"
"Espírito Santo";"2021";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"49"
"Espírito Santo";"2021";"Número de nascidos vivos de mães residentes (Pessoas)";"52493"
"Espírito Santo";"2022";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"54,1"
"Espírito Santo";"2022";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"27"
"Espírito Santo";"2022";"Número de nascidos vivos de mães residentes (Pessoas)";"51729"
"Espírito Santo";"2023";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"40,2"
"Espírito Santo";"2023";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"18"
"Espírito Santo";"2023";"Número de nascidos vivos de mães residentes (Pessoas)";"52187"
"Rio de Janeiro";"2009";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"93,7"
"Rio de Janeiro";"2009";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"203"
"Rio de Janeiro";"2009";"Número de nascidos vivos de mães residentes (Pessoas)";"216625"
"Rio de Janeiro";"2010";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"83,6"
"Rio de Janeiro";"2010";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"180"
"Rio de Janeiro";"2010";"Número de nascidos vivos de mães residentes (Pessoas)";"215262"
"Rio de Janeiro";"2011";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"74,3"
"Rio de Janeiro";"2011";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"164"
"Rio de Janeiro";"2011";"Número de nascidos vivos de mães residentes (Pessoas)";"220603"
"Rio de Janeiro";"2012";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"80,8"
"Rio de Janeiro";"2012";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"180"
"Rio de Janeiro";"2012";"Número de nascidos vivos de mães residentes (Pessoas)";"222859"
"Rio de Janeiro";"2013";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"80,3"
"Rio de Janeiro";"2013";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"180"
"Rio de Janeiro";"2013";"Número de nascidos vivos de mães residentes (Pessoas)";"224031"
"Rio de Janeiro";"2014";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"71,9"
"Rio de Janeiro";"2014";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"166"
"Rio de Janeiro";"2014";"Número de nascidos vivos de mães residentes (Pessoas)";"233584"
"Rio de Janeiro";"2015";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"67,1"
"Rio de Janeiro";"2015";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"159"
"Rio de Janeiro";"2015";"Número de nascidos vivos de mães residentes (Pessoas)";"236960"
"Rio de Janeiro";"2016";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"71,6"
"Rio de Janeiro";"2016";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"157"
"Rio de Janeiro";"2016";"Número de nascidos vivos de mães residentes (Pessoas)";"219129"
"Rio de Janeiro";"2017";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"84,7"
"Rio de Janeiro";"2017";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"171"
"Rio de Janeiro";"2017";"Número de nascidos vivos de mães residentes (Pessoas)";"223224"
"Rio de Janeiro";"2018";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"61,7"
"Rio de Janeiro";"2018";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"136"
"Rio de Janeiro";"2018";"Número de nascidos vivos de mães residentes (Pessoas)";"220499"
"Rio de Janeiro";"2019";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"74,5"
"Rio de Janeiro";"2019";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"155"
"Rio de Janeiro";"2019";"Número de nascidos vivos de mães residentes (Pessoas)";"207989"
"Rio de Janeiro";"2020";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"95,4"
"Rio de Janeiro";"2020";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"190"
"Rio de Janeiro";"2020";"Número de nascidos vivos de mães residentes (Pessoas)";"199124"
"Rio de Janeiro";"2021";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"168,5"
"Rio de Janeiro";"2021";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"320"
"Rio de Janeiro";"2021";"Número de nascidos vivos de mães residentes (Pessoas)";"189866"
"Rio de Janeiro";"2022";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"69,3"
"Rio de Janeiro";"2022";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"125"
"Rio de Janeiro";"2022";"Número de nascidos vivos de mães residentes (Pessoas)";"180369"
"Rio de Janeiro";"2023";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"73,2"
"Rio de Janeiro";"2023";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"129"
"Rio de Janeiro";"2023";"Número de nascidos vivos de mães residentes (Pessoas)";"176145"
"São Paulo";"2009";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"56,6"
"São Paulo";"2009";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"339"
"São Paulo";"2009";"Número de nascidos vivos de mães residentes (Pessoas)";"598473"
"São Paulo";"2010";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"47,6"
"São Paulo";"2010";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"271"
"São Paulo";"2010";"Número de nascidos vivos de mães residentes (Pessoas)";"601352"
"São Paulo";"2011";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"42,0"
"São Paulo";"2011";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"249"
"São Paulo";"2011";"Número de nascidos vivos de mães residentes (Pessoas)";"610222"
"São Paulo";"2012";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"36,8"
"São Paulo";"2012";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"227"
"São Paulo";"2012";"Número de nascidos vivos de mães residentes (Pessoas)";"616608"
"São Paulo";"2013";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"39,3"
"São Paulo";"2013";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"240"
"São Paulo";"2013";"Número de nascidos vivos de mães residentes (Pessoas)";"610896"
"São Paulo";"2014";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"44,2"
"São Paulo";"2014";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"263"
